,property_link,suburb,address,property_type,price,attributes,closest_school
1355,https://www.domain.com.au/2-2-kenilworth-street-reservoir-vic-3073-16105028,RESERVOIR VIC 3073,"2/2 Kenilworth Street, RESERVOIR VIC 3073",Apartment,$370 per week,"['2 Beds', '1 Bath', '1 Parking']",0.3 km away
1356,https://www.domain.com.au/g07-15-irving-avenue-box-hill-vic-3128-16105009,BOX HILL VIC 3128,"G07/15 Irving Avenue, BOX HILL VIC 3128",Apartment,$450/w & Fully Furnished,"['1 Bed', '1 Bath', '1 Parking']",1.1 km away
1357,https://www.domain.com.au/110-1-3-langs-road-ascot-vale-vic-3032-16105001,ASCOT VALE VIC 3032,"110/1-3 Langs Road, ASCOT VALE VIC 3032",Apartment,$430,"['2 Beds', '2 Baths', '1 Parking']",0.4 km away
1358,https://www.domain.com.au/26-bardoel-court-chelsea-vic-3196-16105000,CHELSEA VIC 3196,"26 Bardoel Court, CHELSEA VIC 3196",Apartment,$465.00,"['2 Beds', '1 Bath', '1 Parking']",0.9 km away
1359,https://www.domain.com.au/1310-15-doepel-way-docklands-vic-3008-16104997,DOCKLANDS VIC 3008,"1310/15 Doepel Way, DOCKLANDS VIC 3008",Apartment,$470 per week,"['1 Bed', '1 Bath', '1 Parking']",2.4 km away
1360,https://www.domain.com.au/1109-14-kavanagh-street-southbank-vic-3006-15381560,SOUTHBANK VIC 3006,"1109/14 Kavanagh Street, SOUTHBANK VIC 3006",Apartment,$480pw - Immaculate and Furnished!,"['1 Bed', '1 Bath', '1 Parking']",1.3 km away
1361,https://www.domain.com.au/1-49-hawdon-street-heidelberg-vic-3084-16104981,HEIDELBERG VIC 3084,"1/49 Hawdon Street, HEIDELBERG VIC 3084",Apartment,$320.00,"['1 Bed', '1 Bath', '1 Parking']",0.6 km away
1362,https://www.domain.com.au/1-3-7-sebastopol-street-st-kilda-east-vic-3183-16104975,ST KILDA EAST VIC 3183,"1/3-7 Sebastopol Street, ST KILDA EAST VIC 3183",Apartment,$330,"['1 Bed', '1 Bath', '2 Parking']",0.8 km away
1363,https://www.domain.com.au/6-20-byron-street-north-melbourne-vic-3051-15341797,NORTH MELBOURNE VIC 3051,"6/20 Byron Street, NORTH MELBOURNE VIC 3051",Apartment,$410.00 Per Week,"['1 Bed', '1 Bath', '1 Parking']",0.4 km away
1364,https://www.domain.com.au/909-668-bourke-street-melbourne-vic-3000-16104963,MELBOURNE VIC 3000,"909/668 Bourke Street, MELBOURNE VIC 3000",Apartment,$560.00,"['2 Beds', '1 Bath', '1 Parking']",2.2 km away
1365,https://www.domain.com.au/437-22-barkly-street-brunswick-east-vic-3057-16104958,BRUNSWICK EAST VIC 3057,"437/22 Barkly Street, BRUNSWICK EAST VIC 3057",Apartment,$420,"['1 Bed', '1 Bath', '1 Parking']",0.4 km away
1366,https://www.domain.com.au/306-275-abbotsford-street-north-melbourne-vic-3051-16104948,NORTH MELBOURNE VIC 3051,"306/275 Abbotsford Street, NORTH MELBOURNE VIC 3051",Apartment,$460 per week,"['1 Bed', '1 Bath', '1 Parking']",0.5 km away
1367,https://www.domain.com.au/209-28-tanner-street-richmond-vic-3121-16104947,RICHMOND VIC 3121,"209/28 Tanner Street, RICHMOND VIC 3121",Apartment,$550.00,"['1 Bed', '1 Bath', '1 Parking']",1 km away
1368,https://www.domain.com.au/5-119-keon-street-thornbury-vic-3071-16104946,THORNBURY VIC 3071,"5/119 Keon Street, THORNBURY VIC 3071",Apartment,$370 PW / $1608 PCM,"['2 Beds', '1 Bath', '1 Parking']",0.7 km away
1369,https://www.domain.com.au/13-47-brighton-road-st-kilda-vic-3182-16099504,ST KILDA VIC 3182,"13/47 Brighton Road, ST KILDA VIC 3182",Apartment,$440 per week,"['2 Beds', '1 Bath', '1 Parking']",0.1 km away
1370,https://www.domain.com.au/105-18-cadow-street-kew-east-vic-3102-16104932,KEW EAST VIC 3102,"105/18 Cadow Street, KEW EAST VIC 3102",Apartment,$475 pw,"['2 Beds', '1 Bath', '1 Parking']",0.4 km away
1371,https://www.domain.com.au/5-28-30-breakwater-road-east-geelong-vic-3219-16104925,EAST GEELONG VIC 3219,"5/28 -30 Breakwater Road, EAST GEELONG VIC 3219",Apartment,$375.00,"['2 Beds', '1 Bath', '1 Parking']",0.6 km away
1372,https://www.domain.com.au/5-128-charman-road-mentone-vic-3194-16104919,MENTONE VIC 3194,"5/128 Charman Road, MENTONE VIC 3194",Apartment,$450.00,"['2 Beds', '1 Bath', '2 Parking']",0.3 km away
1373,https://www.domain.com.au/2-6-8-olive-grove-parkdale-vic-3195-16104913,PARKDALE VIC 3195,"2/6-8 Olive Grove, PARKDALE VIC 3195",Apartment,$420.00,"['2 Beds', '1 Bath', '1 Parking']",0.7 km away
1374,https://www.domain.com.au/110-22-chatham-street-prahran-vic-3181-16104912,PRAHRAN VIC 3181,"110/22 Chatham Street, PRAHRAN VIC 3181",Apartment,$360 per week,"['1 Bed', '1 Bath', '− Parking']",0.3 km away
1375,https://www.domain.com.au/5-240-wattletree-road-malvern-vic-3144-16104909,MALVERN VIC 3144,"5/240 Wattletree Road, MALVERN VIC 3144",Apartment,$490 per week,"['2 Beds', '1 Bath', '1 Parking']",0.8 km away
1376,https://www.domain.com.au/1-6-catherine-drive-hillside-vic-3037-16066428,HILLSIDE VIC 3037,"1/6 Catherine Drive, HILLSIDE VIC 3037",Apartment,$390 Per Week,"['4 Beds', '2 Baths', '1 Parking']",0.9 km away
1377,https://www.domain.com.au/1-16-18-millswyn-street-south-yarra-vic-3141-16104898,SOUTH YARRA VIC 3141,"1 16 -18 Millswyn Street, SOUTH YARRA VIC 3141",Apartment,$475.00,"['1 Bed', '1 Bath', '− Parking']",0.7 km away
1378,https://www.domain.com.au/1903-15-31-batman-street-west-melbourne-vic-3003-16104896,WEST MELBOURNE VIC 3003,"1903/15-31 Batman Street, WEST MELBOURNE VIC 3003",Apartment,$570 Per Week,"['2 Beds', '2 Baths', '1 Parking']",1.4 km away
1379,https://www.domain.com.au/5-175-esplanade-altona-vic-3018-16104895,ALTONA VIC 3018,"5/175 Esplanade, ALTONA VIC 3018",Apartment,$325,"['1 Bed', '1 Bath', '1 Parking']",0.6 km away
1380,https://www.domain.com.au/7-40-42-clyde-road-berwick-vic-3806-16104893,BERWICK VIC 3806,"7/40-42 Clyde Road, BERWICK VIC 3806",Apartment,$380 per week,"['1 Bed', '1 Bath', '1 Parking']",1.4 km away
1381,https://www.domain.com.au/6-217-buckley-street-seddon-vic-3011-16104892,SEDDON VIC 3011,"6/217 Buckley Street, SEDDON VIC 3011",Apartment,THE DEAL: $370 PER WEEK,"['2 Beds', '1 Bath', '1 Parking']",0.7 km away
1382,https://www.domain.com.au/1-74-the-esplanade-caroline-springs-vic-3023-16104874,CAROLINE SPRINGS VIC 3023,"1/74 The Esplanade, CAROLINE SPRINGS VIC 3023",Apartment,$650 pw,"['4 Beds', '2 Baths', '2 Parking']",0.7 km away
1383,https://www.domain.com.au/205-33-belsize-avenue-carnegie-vic-3163-16104871,CARNEGIE VIC 3163,"205/33 Belsize Avenue, CARNEGIE VIC 3163",Apartment,$510 weekly,"['2 Beds', '2 Baths', '1 Parking']",0.4 km away
1384,https://www.domain.com.au/3806-22-24-jane-bell-lane-melbourne-vic-3000-16104870,MELBOURNE VIC 3000,"3806/22-24 Jane Bell Lane, MELBOURNE VIC 3000",Apartment,$700.00,"['2 Beds', '1 Bath', '1 Parking']",1 km away
1385,https://www.domain.com.au/3-30-kidgell-street-lilydale-vic-3140-16104860,LILYDALE VIC 3140,"3/30 Kidgell Street, LILYDALE VIC 3140",Apartment,$330 pw,"['1 Bed', '1 Bath', '1 Parking']",0.5 km away
1386,https://www.domain.com.au/4-66-hume-street-yarrawonga-vic-3730-16104858,YARRAWONGA VIC 3730,"4/66 Hume Street, YARRAWONGA VIC 3730",Apartment,$190 per week,"['1 Bed', '1 Bath', '1 Parking']",0.6 km away
1387,https://www.domain.com.au/unit-2-133-archer-st-shepparton-vic-3630-13898906,SHEPPARTON VIC 3630,"Unit 2/133 Archer St, SHEPPARTON VIC 3630",Apartment,$250.00 Per Week,"['2 Beds', '1 Bath', '1 Parking']",0.6 km away
1388,https://www.domain.com.au/9-40-ormond-road-elwood-vic-3184-16104855,ELWOOD VIC 3184,"9/40 Ormond Road, ELWOOD VIC 3184",Apartment,$330.00,"['1 Bed', '1 Bath', '1 Parking']",0.2 km away
1389,https://www.domain.com.au/3-138-mitchell-street-brunswick-vic-3056-16104854,BRUNSWICK VIC 3056,"3/138 Mitchell Street, BRUNSWICK VIC 3056",Apartment,$350,"['1 Bed', '1 Bath', '1 Parking']",0.6 km away
1390,https://www.domain.com.au/306-63-lygon-street-brunswick-east-vic-3057-16104850,BRUNSWICK EAST VIC 3057,"306/63 Lygon Street, BRUNSWICK EAST VIC 3057",Apartment,$420 per week,"['1 Bed', '1 Bath', '1 Parking']",0.2 km away
1391,https://www.domain.com.au/4-3-finchley-court-hawthorn-vic-3122-16104849,HAWTHORN VIC 3122,"4/3 Finchley Court, HAWTHORN VIC 3122",Apartment,$450.00,"['2 Beds', '1 Bath', '1 Parking']",0.1 km away
1392,https://www.domain.com.au/3-13-murphy-grove-preston-vic-3072-16104845,PRESTON VIC 3072,"3/13 Murphy Grove, PRESTON VIC 3072",Apartment,$365.00 per week,"['2 Beds', '1 Bath', '1 Parking']",0.9 km away
1393,https://www.domain.com.au/205-58-ballarat-street-yarraville-vic-3013-16104834,YARRAVILLE VIC 3013,"205/58 Ballarat Street, YARRAVILLE VIC 3013",Apartment,$560,"['2 Beds', '1 Bath', '1 Parking']",0.6 km away
1394,https://www.domain.com.au/8-5-station-street-mentone-vic-3194-16104831,MENTONE VIC 3194,"8/5 Station Street, MENTONE VIC 3194",Apartment,$300.00,"['1 Bed', '1 Bath', '1 Parking']",0.2 km away
1395,https://www.domain.com.au/3-54-kooyong-road-caulfield-north-vic-3161-16104819,CAULFIELD NORTH VIC 3161,"3/54 Kooyong Road, CAULFIELD NORTH VIC 3161",Apartment,$550 weekly,"['2 Beds', '1 Bath', '− Parking']",0.5 km away
1396,https://www.domain.com.au/5-32-bay-street-brighton-vic-3186-16104811,BRIGHTON VIC 3186,"5/32 Bay Street, BRIGHTON VIC 3186",Apartment,$810.00,"['3 Beds', '3 Baths', '1 Parking']",1.5 km away
1397,https://www.domain.com.au/112-4-acacia-place-abbotsford-vic-3067-16104805,ABBOTSFORD VIC 3067,"112/4 Acacia Place, ABBOTSFORD VIC 3067",Apartment,$795 per week,"['3 Beds', '2 Baths', '2 Parking']",0.7 km away
1398,https://www.domain.com.au/14-48-sutherland-road-armadale-vic-3143-16104802,ARMADALE VIC 3143,"14/48 Sutherland Road, ARMADALE VIC 3143",Apartment,$360 per week,"['1 Bed', '1 Bath', '− Parking']",0.7 km away
1399,https://www.domain.com.au/5503a-81-a-beckett-street-melbourne-vic-3000-16104795,MELBOURNE VIC 3000,"5503A 81 A'Beckett Street, MELBOURNE VIC 3000",Apartment,400,"['1 Bed', '1 Bath', '− Parking']",1.1 km away
1400,https://www.domain.com.au/2-45-browns-road-bentleigh-east-vic-3165-16104783,BENTLEIGH EAST VIC 3165,"2/45 Browns Road, BENTLEIGH EAST VIC 3165",Apartment,$420.00,"['1 Bed', '1 Bath', '1 Parking']",0.8 km away
1401,https://www.domain.com.au/603-183-bridge-rd-richmond-vic-3121-16104780,RICHMOND VIC 3121,"603/183 Bridge Rd, RICHMOND VIC 3121",Apartment,$550 weekly,"['2 Beds', '2 Baths', '1 Parking']",0.5 km away
1402,https://www.domain.com.au/904n-229-toorak-road-south-yarra-vic-3141-11309148,SOUTH YARRA VIC 3141,"904N/229 Toorak Road, SOUTH YARRA VIC 3141",Apartment,$400.00 per week,"['1 Bed', '1 Bath', '− Parking']",1.4 km away
1403,https://www.domain.com.au/2-245-gower-street-preston-vic-3072-14568736,PRESTON VIC 3072,"2/245 Gower Street, PRESTON VIC 3072",Apartment,$235 wk,"['1 Bed', '1 Bath', '− Parking']",0.1 km away
1404,https://www.domain.com.au/101-16-dalgety-street-oakleigh-vic-3166-15335114,OAKLEIGH VIC 3166,"101/16 Dalgety Street, OAKLEIGH VIC 3166",Apartment,$470.00,"['2 Beds', '2 Baths', '1 Parking']",0.3 km away
1405,https://www.domain.com.au/6-149-dundas-street-preston-vic-3072-16104767,PRESTON VIC 3072,"6/149 Dundas Street, PRESTON VIC 3072",Apartment,$350.00,"['1 Bed', '1 Bath', '1 Parking']",0.1 km away
1406,https://www.domain.com.au/8-156-hawdon-street-heidelberg-vic-3084-16104761,HEIDELBERG VIC 3084,"8/156 Hawdon Street, HEIDELBERG VIC 3084",Apartment,$420pw,"['2 Beds', '1 Bath', '1 Parking']",0.5 km away
1407,https://www.domain.com.au/1208-815-bourke-street-docklands-vic-3008-16104758,DOCKLANDS VIC 3008,"1208/815 Bourke Street, DOCKLANDS VIC 3008",Apartment,$400 per week,"['1 Bed', '1 Bath', '− Parking']",2.7 km away
1408,https://www.domain.com.au/13-83-andersons-creek-road-doncaster-east-vic-3109-16104749,DONCASTER EAST VIC 3109,"13/83 Andersons Creek Road, DONCASTER EAST VIC 3109",Apartment,$390 per week,"['2 Beds', '1 Bath', '1 Parking']",0.7 km away
1409,https://www.domain.com.au/21-361-royal-parade-parkville-vic-3052-16104740,PARKVILLE VIC 3052,"21/361 Royal Parade, PARKVILLE VIC 3052",Apartment,$380.00,"['1 Bed', '1 Bath', '1 Parking']",0.6 km away
1410,https://www.domain.com.au/2-249-nepean-highway-edithvale-vic-3196-16104700,EDITHVALE VIC 3196,"2/249 Nepean Highway, EDITHVALE VIC 3196",Apartment,$430 per week,"['2 Beds', '1 Bath', '1 Parking']",0.5 km away
1411,https://www.domain.com.au/211-60-belgrave-road-malvern-east-vic-3145-16104697,MALVERN EAST VIC 3145,"211/60 Belgrave Road, MALVERN EAST VIC 3145",Apartment,$400.00 per week,"['1 Bed', '1 Bath', '1 Parking']",0.8 km away
1412,https://www.domain.com.au/7-36-johnstone-street-malvern-vic-3144-16104691,MALVERN VIC 3144,"7/36 Johnstone Street, MALVERN VIC 3144",Apartment,$350.00,"['2 Beds', '1 Bath', '1 Parking']",0.5 km away
1413,https://www.domain.com.au/1-9-yerrin-street-balwyn-vic-3103-16104690,BALWYN VIC 3103,"1/9 Yerrin Street, BALWYN VIC 3103",Apartment,$700 Per week,"['3 Beds', '2 Baths', '2 Parking']",0.3 km away
1414,https://www.domain.com.au/323-757-bourke-street-docklands-vic-3008-14429584,DOCKLANDS VIC 3008,"323/757 Bourke Street, DOCKLANDS VIC 3008",Apartment,$350,"['1 Bed', '1 Bath', '− Parking']",2.5 km away
1415,https://www.domain.com.au/202-39-coventry-street-southbank-vic-3006-15369695,SOUTHBANK VIC 3006,"202/39 Coventry Street, SOUTHBANK VIC 3006",Apartment,$525 per week,"['2 Beds', '1 Bath', '1 Parking']",1.4 km away
1416,https://www.domain.com.au/107-11-horizon-drive-maribyrnong-vic-3032-16104676,MARIBYRNONG VIC 3032,"107/11 Horizon Drive, MARIBYRNONG VIC 3032",Apartment,$420,"['2 Beds', '2 Baths', '1 Parking']",0.7 km away
1417,https://www.domain.com.au/16-104-110-lorne-street-fawkner-vic-3060-16104662,FAWKNER VIC 3060,"16/104-110 Lorne Street, FAWKNER VIC 3060",Apartment,$340 pw,"['2 Beds', '1 Bath', '− Parking']",0.4 km away
1418,https://www.domain.com.au/907-318-little-lonsdale-street-melbourne-vic-3000-16104642,MELBOURNE VIC 3000,"907/318 Little Lonsdale Street, MELBOURNE VIC 3000",Apartment,$380 PER WEEK,"['1 Bed', '1 Bath', '− Parking']",1.3 km away
1419,https://www.domain.com.au/11-10-12-ray-street-croydon-vic-3136-16104637,CROYDON VIC 3136,"11/10-12 Ray Street, CROYDON VIC 3136",Apartment,$420 pw,"['2 Beds', '1 Bath', '1 Parking']",0.7 km away
1420,https://www.domain.com.au/301-2a-nelson-street-balaclava-vic-3183-16104630,BALACLAVA VIC 3183,"301/2A Nelson Street, BALACLAVA VIC 3183",Apartment,$530.00 per week,"['2 Beds', '2 Baths', '1 Parking']",0.6 km away
1421,https://www.domain.com.au/101-108-flinders-street-melbourne-vic-3000-16104629,MELBOURNE VIC 3000,"101/108 Flinders Street, MELBOURNE VIC 3000",Apartment,$650 Per Week,"['2 Beds', '1 Bath', '− Parking']",1.6 km away
1422,https://www.domain.com.au/3-10-hartwood-street-kew-east-vic-3102-16104623,KEW EAST VIC 3102,"3/10 Hartwood Street, KEW EAST VIC 3102",Apartment,$420 PW / $1825 PCM,"['2 Beds', '1 Bath', '1 Parking']",0.4 km away
1423,https://www.domain.com.au/1-19-lime-crescent-lara-vic-3212-16104621,LARA VIC 3212,"1/19 Lime Crescent, LARA VIC 3212",Apartment,$300 pw,"['1 Bed', '1 Bath', '1 Parking']",1.1 km away
1424,https://www.domain.com.au/3006-31-a-beckett-street-melbourne-vic-3000-16104600,MELBOURNE VIC 3000,"3006/31 A'Beckett Street, MELBOURNE VIC 3000",Apartment,$450 per week,"['2 Beds', '1 Bath', '− Parking']",1 km away
1425,https://www.domain.com.au/g01-43-crisp-street-hampton-vic-3188-16104598,HAMPTON VIC 3188,"G01/43 Crisp Street, HAMPTON VIC 3188",Apartment,"$1,200.00","['3 Beds', '2 Baths', '2 Parking']",0.8 km away
1426,https://www.domain.com.au/2-49-sherwood-avenue-chelsea-vic-3196-16104595,CHELSEA VIC 3196,"2/49 Sherwood Avenue, CHELSEA VIC 3196",Apartment,$395.00,"['2 Beds', '1 Bath', '1 Parking']",0.3 km away
1427,https://www.domain.com.au/3-2b-bonview-avenue-herne-hill-vic-3218-16104590,HERNE HILL VIC 3218,"3/2B Bonview Avenue, HERNE HILL VIC 3218",Apartment,$260 per week,"['1 Bed', '1 Bath', '1 Parking']",1.2 km away
1428,https://www.domain.com.au/2-11-park-avenue-glen-huntly-vic-3163-15390494,GLEN HUNTLY VIC 3163,"2/11 Park Avenue, GLEN HUNTLY VIC 3163",Apartment,$540,"['2 Beds', '1 Bath', '1 Parking']",0.3 km away
1429,https://www.domain.com.au/1-10-ashmore-avenue-mordialloc-vic-3195-16104579,MORDIALLOC VIC 3195,"1/10 Ashmore Avenue, MORDIALLOC VIC 3195",Apartment,$350.00,"['1 Bed', '1 Bath', '− Parking']",0.5 km away
1430,https://www.domain.com.au/6-5-7-flannery-court-oak-park-vic-3046-16104563,OAK PARK VIC 3046,"6/5-7 Flannery Court, OAK PARK VIC 3046",Apartment,$500pw/$2173pcm,"['3 Beds', '2 Baths', '2 Parking']",0.7 km away
1431,https://www.domain.com.au/2812-60-kavanagh-street-southbank-vic-3006-16104557,SOUTHBANK VIC 3006,"2812/60 Kavanagh Street, SOUTHBANK VIC 3006",Apartment,$680.00,"['2 Beds', '2 Baths', '1 Parking']",1.1 km away
1432,https://www.domain.com.au/5-321-orrong-road-st-kilda-east-vic-3183-16104556,ST KILDA EAST VIC 3183,"5/321 Orrong Road, ST KILDA EAST VIC 3183",Apartment,$385.00 per week,"['1 Bed', '1 Bath', '1 Parking']",2.1 km away
1433,https://www.domain.com.au/1410-60-kavanagh-street-southbank-vic-3006-16103201,SOUTHBANK VIC 3006,"1410/60 Kavanagh Street, SOUTHBANK VIC 3006",Apartment,$650.00,"['2 Beds', '2 Baths', '1 Parking']",1.1 km away
1434,https://www.domain.com.au/17-228-the-avenue-parkville-vic-3052-16104553,PARKVILLE VIC 3052,"17/228 The Avenue, PARKVILLE VIC 3052",Apartment,$330.00,"['1 Bed', '1 Bath', '1 Parking']",0.6 km away
1435,https://www.domain.com.au/1802-639-little-lonsdale-street-melbourne-vic-3000-14868269,MELBOURNE VIC 3000,"1802/639 Little Lonsdale Street, MELBOURNE VIC 3000",Apartment,$650/W Furnished,"['2 Beds', '1 Bath', '− Parking']",1.9 km away
1436,https://www.domain.com.au/1212-35-malcolm-street-south-yarra-vic-3141-16104529,SOUTH YARRA VIC 3141,"1212/35 Malcolm Street, SOUTH YARRA VIC 3141",Apartment,$500 per week,"['2 Beds', '1 Bath', '1 Parking']",0.9 km away
1437,https://www.domain.com.au/1-59-carpenter-street-quarry-hill-vic-3550-16104528,QUARRY HILL VIC 3550,"1/59 Carpenter Street, QUARRY HILL VIC 3550",Apartment,$280 pw,"['1 Bed', '1 Bath', '1 Parking']",0.5 km away
1438,https://www.domain.com.au/2-698-riversdale-road-camberwell-vic-3124-16104520,CAMBERWELL VIC 3124,"2/698 Riversdale Road, CAMBERWELL VIC 3124",Apartment,$510 p.w.,"['2 Beds', '1 Bath', '1 Parking']",0.4 km away
1439,https://www.domain.com.au/1-56-madden-street-maidstone-vic-3012-16104518,MAIDSTONE VIC 3012,"1/56 Madden Street, MAIDSTONE VIC 3012",Apartment,$460,"['3 Beds', '1 Bath', '1 Parking']",0.5 km away
1440,https://www.domain.com.au/501-199-william-street-melbourne-vic-3000-15424051,MELBOURNE VIC 3000,"501/199 William Street, MELBOURNE VIC 3000",Apartment,$500 per week,"['2 Beds', '1 Bath', '− Parking']",2 km away
1441,https://www.domain.com.au/5701-70-southbank-boulevard-southbank-vic-3006-16104517,SOUTHBANK VIC 3006,"5701/70 Southbank Boulevard, SOUTHBANK VIC 3006",Apartment,$600w Furnished,"['1 Bed', '1 Bath', '− Parking']",1.1 km away
1442,https://www.domain.com.au/9-26-livingstone-street-ivanhoe-vic-3079-16104510,IVANHOE VIC 3079,"9/26 Livingstone Street, IVANHOE VIC 3079",Apartment,$400.00,"['2 Beds', '1 Bath', '1 Parking']",0.3 km away
1443,https://www.domain.com.au/4-31-elgin-street-morwell-vic-3840-16068339,MORWELL VIC 3840,"4/31 Elgin Street, MORWELL VIC 3840",Apartment,$310 Per Week,"['2 Beds', '1 Bath', '1 Parking']",1.5 km away
1444,https://www.domain.com.au/1-86-kidds-road-doveton-vic-3177-16104495,DOVETON VIC 3177,"1/86 Kidds Road, DOVETON VIC 3177",Apartment,$310 per week,"['2 Beds', '1 Bath', '1 Parking']",0.2 km away
1445,https://www.domain.com.au/204-18-20-regent-street-richmond-vic-3121-16104491,RICHMOND VIC 3121,"204/18-20 Regent Street, RICHMOND VIC 3121",Apartment,$460 per week,"['2 Beds', '1 Bath', '− Parking']",0.5 km away
1446,https://www.domain.com.au/8-16-mawbey-street-kensington-vic-3031-16104487,KENSINGTON VIC 3031,"8/16 Mawbey Street, KENSINGTON VIC 3031",Apartment,$430.00 Per Week,"['2 Beds', '1 Bath', '1 Parking']",0.5 km away
1447,https://www.domain.com.au/3803-22-24-jane-bell-lane-melbourne-vic-3000-13294403,MELBOURNE VIC 3000,"3803/22-24 Jane Bell Lane, MELBOURNE VIC 3000",Apartment,FURNISHED $550 PW,"['2 Beds', '1 Bath', '1 Parking']",1 km away
1448,https://www.domain.com.au/3-30-george-street-glenroy-vic-3046-16104470,GLENROY VIC 3046,"3/30 George Street, GLENROY VIC 3046",Apartment,$480 Per Week,"['3 Beds', '2 Baths', '1 Parking']",0.4 km away
1449,https://www.domain.com.au/101-10-bromham-pl-richmond-vic-3121-16104469,RICHMOND VIC 3121,"101/10 Bromham Pl, RICHMOND VIC 3121",Apartment,$360 weekly,"['1 Bed', '1 Bath', '− Parking']",0.2 km away
1450,https://www.domain.com.au/2-1-campbell-road-briar-hill-vic-3088-16104464,BRIAR HILL VIC 3088,"2/1 Campbell Road, BRIAR HILL VIC 3088",Apartment,$385pw,"['2 Beds', '1 Bath', '1 Parking']",0.2 km away
1451,https://www.domain.com.au/21-618-st-kilda-rd-melbourne-vic-3004-15178996,MELBOURNE VIC 3004,"21/618 St Kilda Rd, MELBOURNE VIC 3004",Apartment,$320,"['1 Bed', '1 Bath', '1 Parking']",0.9 km away
1452,https://www.domain.com.au/6-162-brighton-road-ripponlea-vic-3185-16104441,RIPPONLEA VIC 3185,"6/162 Brighton Road, RIPPONLEA VIC 3185",Apartment,$320 weekly,"['1 Bed', '1 Bath', '1 Parking']",0.7 km away
1453,https://www.domain.com.au/405-36-la-trobe-street-melbourne-vic-3000-16104439,MELBOURNE VIC 3000,"405/36 La Trobe Street, MELBOURNE VIC 3000",Apartment,$480/week,"['1 Bed', '1 Bath', '− Parking']",0.7 km away
1454,https://www.domain.com.au/b802-8-grosvenor-street-abbotsford-vic-3067-16104428,ABBOTSFORD VIC 3067,"B802/8 Grosvenor Street, ABBOTSFORD VIC 3067",Apartment,$575 per week,"['2 Beds', '2 Baths', '1 Parking']",0.4 km away
1455,https://www.domain.com.au/706-7-balcombe-road-mentone-vic-3194-16104427,MENTONE VIC 3194,"706/7 Balcombe Road, MENTONE VIC 3194",Apartment,$515.00,"['2 Beds', '2 Baths', '1 Parking']",0.2 km away
1456,https://www.domain.com.au/20-15-lewis-road-wantirna-vic-3152-16104418,WANTIRNA VIC 3152,"20/15 Lewis Road, WANTIRNA VIC 3152",Apartment,$400 per week,"['2 Beds', '1 Bath', '− Parking']",0.3 km away
1457,https://www.domain.com.au/98a-stawell-street-richmond-vic-3121-16104417,RICHMOND VIC 3121,"98a Stawell Street, RICHMOND VIC 3121",Apartment,$525 per week - ALL UTILITY BILLS INCLUDED,"['2 Beds', '1 Bath', '− Parking']",0.5 km away
1458,https://www.domain.com.au/812-1-clara-street-south-yarra-vic-3141-15680621,SOUTH YARRA VIC 3141,"812/1 CLARA STREET, SOUTH YARRA VIC 3141",Apartment,$375.00 per week,"['1 Bed', '1 Bath', '− Parking']",1.2 km away
1459,https://www.domain.com.au/304a-33-inkerman-st-st-kilda-vic-3182-16104398,ST KILDA VIC 3182,"304a/33 Inkerman St, ST KILDA VIC 3182",Apartment,$470 weekly,"['2 Beds', '1 Bath', '1 Parking']",0.7 km away
1460,https://www.domain.com.au/304b-2-dennis-street-footscray-vic-3011-16104387,FOOTSCRAY VIC 3011,"304B/2 Dennis Street, FOOTSCRAY VIC 3011",Apartment,$380 Per Week,"['2 Beds', '2 Baths', '1 Parking']",0.4 km away
1461,https://www.domain.com.au/3-17-munro-st-kew-east-vic-3102-16104374,KEW EAST VIC 3102,"3/17 Munro St, KEW EAST VIC 3102",Apartment,$900.00,"['4 Beds', '2 Baths', '2 Parking']",0.4 km away
1462,https://www.domain.com.au/5-54-maroondah-highway-croydon-vic-3136-16104358,CROYDON VIC 3136,"5/54 Maroondah Highway, CROYDON VIC 3136",Apartment,$480 per week,"['3 Beds', '2 Baths', '2 Parking']",0.3 km away
1463,https://www.domain.com.au/8-1b-kinkora-road-hawthorn-vic-3122-16104342,HAWTHORN VIC 3122,"8/1B Kinkora Road, HAWTHORN VIC 3122",Apartment,$380.00,"['1 Bed', '1 Bath', '1 Parking']",1 km away
1464,https://www.domain.com.au/16-83-inverell-parkway-tarneit-vic-3029-16104341,TARNEIT VIC 3029,"16/83 Inverell Parkway, TARNEIT VIC 3029",Apartment,$360,"['2 Beds', '1 Bath', '1 Parking']",0.9 km away
1465,https://www.domain.com.au/6-199-hull-road-mooroolbark-vic-3138-16104335,MOOROOLBARK VIC 3138,"6/199 Hull Road, MOOROOLBARK VIC 3138",Apartment,$390 pw,"['2 Beds', '1 Bath', '1 Parking']",0.4 km away
1466,https://www.domain.com.au/110-379-391-burwood-highway-burwood-vic-3125-16104326,BURWOOD VIC 3125,"110/379-391 Burwood Highway, BURWOOD VIC 3125",Apartment,$400 Per Week,"['1 Bed', '1 Bath', '1 Parking']",1.8 km away
1467,https://www.domain.com.au/5-519-hampton-street-hampton-vic-3188-16104321,HAMPTON VIC 3188,"5/519 Hampton Street, HAMPTON VIC 3188",Apartment,$425.00,"['2 Beds', '1 Bath', '1 Parking']",0.2 km away
