,0
980,1934.89826991
981,None
982,1980.2607438
983,1467.48580143
984,None
985,923.92213971
986,None
987,1247.53209637
988,None
989,None
990,None
991,None
992,None
993,None
994,None
995,None
996,1949.84532122
997,921.683151
998,1928.80632575
999,1938.14077546
1000,None
1001,965.46430102
1002,1401.96584477
1003,311.06857343
1004,None
1005,1324.55915703
1006,1411.0997576
1007,479.45524126
1008,None
1009,1784.34939317
1010,1679.04716377
1011,1699.76768099
1012,1305.88380416
1013,700.48336286
1014,1111.69066825
1015,1696.93112425
1016,1324.55915703
1017,1237.25254611
1018,666.1415153
1019,1423.54098662
1020,1357.81342341
1021,1728.33255235
1022,None
1023,1270.28569507
1024,355.96947722
1025,270.61931963
1026,438.32045579
1027,521.21507809
1028,1302.42340245
1029,1237.25254611
1030,1693.11469918
1031,1585.89903364
1032,None
1033,1103.7272739
1034,1990.15246567
1035,1100.39081123
1036,1204.49103955
1037,None
1038,1101.87141166
1039,1473.6506433
1040,634.31074114
1041,1462.24368971
1042,618.02594207
1043,1575.3646053
1044,596.1319442
1045,1943.97569593
1046,1876.32667397
1047,None
1048,668.43363398
1049,692.30808564
1050,1645.87571434
1051,908.57656527
1052,1485.17196163
1053,977.8205302
1054,1416.06468115
1055,745.14008517
1056,1356.90800204
1057,689.14985432
1058,905.95301515
1059,1500.04927329
1060,881.46045922
1061,1288.58864234
1062,962.21482177
1063,1026.1162937
1064,1860.57308841
1065,None
1066,1795.07142041
1067,1383.29925591
1068,1504.09435791
1069,718.32342809
1070,1845.86410558
1071,1741.72623054
1072,395.76770524
1073,1704.21263993
1074,736.35095776
1075,682.40260582
1076,None
1077,None
1078,1960.23626614
1079,706.89369048
1080,1930.99149545
1081,1671.91604534
1082,1046.88136607
1083,1760.78773438
1084,800.5818504
1085,367.10020834
1086,891.28050731
1087,1491.0990198
1088,1161.18513222
1089,1796.37777473
1090,1491.0990198
1091,1599.97347334
1092,903.61806024
1093,1367.73928868
1094,1206.4685592
1095,1028.06329172
1096,1491.0990198
1097,1491.0990198
1098,488.34414037
1099,1230.39322755
1100,1930.39311218
1101,1100.60649155
1102,1418.09339638
1103,1546.29255856
1104,None
1105,1824.26131849
1106,1523.81865471
1107,1803.60673627
1108,None
1109,299.21364097
1110,381.8470201
1111,1531.88269747
1112,1932.69639176
1113,1151.16883486
1114,1340.72199661
1115,471.52968525
1116,1295.44771474
1117,311.06857343
1118,1427.96516703
1119,1694.94201496
1120,1731.48555818
1121,908.54274873
1122,1247.73828258
1123,None
1124,None
1125,1262.5355867
1126,826.12507349
1127,1255.07777139
1128,1698.76319285
1129,None
1130,1543.23092393
1131,942.61026133
1132,1760.15769986
1133,1575.63101541
1134,1720.53285644
1135,110.10741108
1136,None
1137,1576.75936901
1138,1244.21975129
1139,1920.44435565
1140,1560.23079543
1141,721.99623375
1142,1273.97100194
1143,569.74159299
1144,1853.14752151
1145,1037.7182495
1146,1533.16302612
1147,747.00433593
1148,1904.76650749
1149,1904.76650749
1150,515.74888023
1151,None
1152,None
1153,1586.27094625
1154,775.8607917
1155,1654.06843355
1156,1451.12597039
1157,1345.55045387
1158,None
1159,695.314394
1160,1731.7844316
1161,None
1162,1895.93008876
1163,1902.40008757
1164,1768.00433391
1165,1628.63246344
1166,None
1167,749.57748775
1168,705.05795737
1169,359.89000326
1170,1296.01309184
1171,1556.41361059
1172,None
1173,None
1174,1313.11729807
1175,1026.1162937
1176,1645.42565919
1177,122.62098922
1178,1492.71466108
1179,None
1180,1980.21208543
1181,722.87347883
1182,706.89369048
1183,1934.82005513
1184,1411.03090148
1185,1221.32580764
1186,1905.06516306
1187,1711.51960682
1188,374.39704028
1189,1071.1552243
1190,1949.90696647
1191,757.38818819
1192,1442.0836319
1193,1050.68992815
1194,706.89369048
1195,744.14129699
1196,1324.55915703
1197,1086.19935523
1198,1399.05610017
1199,1874.45414278
1200,None
1201,1464.5016572
1202,1124.51443576
1203,1242.52901495
1204,1068.58693684
1205,269.9985988
1206,1629.80902156
1207,1195.33669009
1208,None
1209,214.15876249
1210,None
1211,None
1212,1568.35220049
1213,1338.12009637
1214,947.02080675
1215,1599.97347334
1216,1512.15350207
1217,1554.78736019
1218,1473.45276115
1219,834.11379823
1220,None
1221,346.4537188
1222,564.31549209
1223,1938.581678
1224,None
1225,1985.23203929
1226,883.51447119
1227,1121.6991475
1228,1954.70090112
1229,519.03763832
1230,1408.86982495
1231,446.76157143
1232,865.40080168
1233,604.2402974
1234,942.3996843
1235,820.07988072
1236,1700.29267432
1237,1649.76067144
1238,1997.98091731
1239,1789.5180232
1240,766.01539936
1241,1880.75546976
1242,None
1243,791.59826782
1244,985.93854841
1245,None
1246,940.32359691
1247,1464.51217747
1248,None
1249,None
1250,None
1251,877.26728337
1252,177.59728235
1253,None
1254,1602.787251
1255,702.67640946
1256,1134.59465041
1257,290.29064545
1258,1513.29959301
1259,842.43770523
1260,1708.4005679
1261,1708.4005679
1262,1944.57257007
1263,1175.06438114
1264,1268.91268062
1265,716.46514846
1266,181.6607679
1267,None
1268,540.6955843
1269,1711.51960682
1270,1383.38317495
1271,1837.71903374
1272,1228.49108987
1273,1745.30497628
1274,497.15510967
1275,741.5790291
1276,1665.02688213
1277,631.54990174
1278,1895.93008876
1279,1128.33037847
1280,831.44747661
1281,None
1282,1627.4351998
1283,1019.852603
1284,1078.08591697
1285,1728.92946977
1286,1292.88045467
1287,1129.78097702
1288,1484.70269035
1289,1618.74481694
1290,430.35276797
1291,768.75481082
1292,None
1293,1706.47539602
1294,1914.62477482
1295,1353.35548272
1296,363.80652902
1297,1665.02688213
1298,409.80554409
1299,None
1300,837.34831974
1301,1973.13588801
1302,1288.599196
1303,1157.72580858
1304,1847.45457601
1305,1021.37440231
1306,1114.96873309
1307,1428.5516797
1308,1044.48955599
1309,506.32712544
1310,1900.29893549
1311,1132.53157193
1312,405.67642964
1313,1902.3433467
1314,1508.89508634
1315,597.8319111
1316,1256.99745199
1317,1553.13426692
1318,590.20719968
1319,1430.24936543
1320,1938.60010716
1321,420.07360011
1322,549.79741355
1323,1674.82951632
1324,1645.25195564
1325,1548.84339036
1326,1280.24224809
1327,1692.08566394
1328,None
1329,1142.68530298
1330,252.6244037
1331,1808.02071285
1332,None
1333,1736.14318469
1334,1311.71730212
1335,1713.87738563
1336,1732.70480485
1337,1700.45667108
1338,983.85193484
1339,1295.27719401
1340,1181.83271026
1341,1408.36923343
1342,1261.70371167
1343,1430.99171162
1344,213.07954559
1345,796.59749867
1346,478.6332718
1347,497.15510967
1348,1191.61156665
1349,None
1350,None
1351,462.04221227
1352,1670.00296028
1353,338.58744648
1354,1460.79309351
1355,1536.1402135
1356,886.60324681
1357,1152.42101616
1358,1312.55909401
1359,1956.07062176
1360,665.86357574
1361,1591.96946497
1362,244.64541071
1363,1908.89515928
1364,1065.87871635
1365,1645.42565919
1366,1715.49420982
1367,490.2280916
1368,None
1369,1360.54912597
1370,1194.07970431
1371,1236.92427042
1372,1208.02757619
1373,1526.27335211
1374,1268.79201756
1375,1067.29778453
1376,831.44747661
1377,1148.63333034
1378,675.67528154
1379,286.96613152
1380,None
1381,1750.92122399
1382,1510.57334157
1383,751.51548961
1384,None
1385,754.21111022
1386,1766.26332052
1387,1663.63142161
1388,1077.56209917
1389,1482.2215775
1390,1325.61272827
1391,1913.41614995
1392,71.73516034
1393,943.9277859
1394,1432.22822856
1395,1858.62585177
1396,1379.41241285
1397,1275.19879242
1398,1706.49065877
1399,1078.08591697
1400,224.79478231
1401,523.03027502
1402,920.52124199
1403,1916.92842724
1404,1790.35679741
1405,725.56421696
1406,None
1407,1134.31471172
1408,1223.70126396
1409,297.23054772
1410,1180.66406752
1411,1850.85660945
1412,395.86664452
1413,1930.99149545
1414,1859.78361323
1415,1829.63523421
1416,1013.96177658
1417,1405.05218421
1418,394.22825719
1419,1669.64702677
1420,None
1421,1425.11693826
1422,1369.87024494
1423,1075.31136046
1424,1532.42245921
1425,None
1426,1684.54801436
1427,620.21093188
1428,1385.29017057
1429,1185.58225533
1430,1593.4970581
1431,1185.58225533
1432,801.54923757
1433,450.36258888
1434,391.18825877
1435,1058.03369751
1436,1148.16902186
1437,1498.5875674
1438,596.1319442
1439,1157.72580858
1440,781.18082215
1441,420.30958885
1442,None
1443,993.45241529
1444,1626.23904613
1445,1510.57334157
1446,940.02047739
1447,1276.42479109
1448,874.95695751
1449,1903.09114096
1450,1379.5791465
1451,1743.53734837
1452,1865.70344368
1453,404.35390894
1454,None
1455,1564.61319101
1456,622.05551711
1457,1094.35443781
1458,1405.07009791
1459,None
1460,1410.0828606
1461,1694.39116626
1462,1658.92605717
1463,405.14948467
1464,None
1465,1966.10460219
1466,1627.79158285
1467,None
1468,1205.85707498
1469,1698.21252359
1470,735.08223547
1471,1817.4096055
1472,None
1473,None
1474,1847.97432152
1475,1677.86622963
1476,1694.39116626
1477,1647.92234748
1478,975.02597636
1479,1106.39496651
1480,1525.5528247
1481,1153.7809651
1482,1596.17358285
1483,1916.2572066
1484,1318.02577039
1485,1456.03202432
1486,366.9011841
1487,1813.36998712
1488,731.77226986
1489,606.66187633
1490,363.54784838
1491,None
1492,1566.37972932
1493,1623.50045718
1494,419.12367489
1495,1227.77997422
1496,1986.41201062
1497,924.53324058
1498,482.13327821
1499,837.85166818
1500,628.91975005
1501,1356.97628272
1502,176.31575596
1503,None
1504,1908.95725174
1505,774.3282242
1506,1438.51305561
1507,707.74818639
1508,860.11243503
1509,1237.25254611
1510,1521.52525391
1511,1132.38978898
1512,783.01286651
1513,766.26552583
1514,796.59749867
1515,748.98756954
1516,1647.02098254
1517,964.93209374
1518,None
1519,1878.17091664
1520,661.6447392
1521,1252.63898024
1522,1001.84834165
1523,1275.06450315
1524,156.32163346
1525,1930.19732163
1526,416.1187737
1527,1811.50695278
1528,1464.51217747
1529,1490.87883028
1530,44.91711443
1531,234.97519393
1532,1542.78240851
1533,1222.97709247
1534,1641.95954411
1535,766.74187104
1536,957.00001466
1537,498.71681872
1538,None
1539,1048.05745199
1540,None
1541,925.89700052
1542,1803.06803082
1543,1854.75218224
1544,1079.83505942
1545,None
1546,1916.97212332
1547,1920.87788775
1548,1574.41568285
1549,637.80394328
1550,1567.51066905
1551,1825.95635067
1552,1531.2723113
1553,1219.54037464
1554,478.6332718
1555,1230.39322755
1556,748.98756954
1557,1673.17387485
1558,1673.17387485
1559,478.6332718
1560,1212.93052677
1561,1185.58225533
1562,1137.22359061
1563,1964.83065032
1564,1935.0816755
1565,1458.92530761
1566,1599.28055922
1567,1599.28055922
1568,729.90216597
1569,829.26706058
1570,787.17395132
1571,1916.97212332
1572,1767.65959143
1573,170.53540333
1574,1073.64274977
1575,None
1576,1329.49353861
1577,1537.90498264
1578,1564.84266221
1579,852.94909779
1580,None
1581,1074.9342896
1582,52.0563323
1583,1409.11190606
1584,1756.56360398
1585,1611.70315128
1586,1395.6359303
1587,876.88980913
1588,1822.9385806
1589,879.53138776
1590,None
1591,391.18825877
1592,1627.4351998
1593,1946.73434639
1594,1557.09794913
1595,1446.99961152
1596,None
1597,934.80011301
1598,None
1599,None
1600,539.24873436
1601,1480.53082588
1602,490.2280916
1603,None
1604,1766.72843999
1605,1356.91112427
1606,1668.88658739
1607,None
1608,1251.84649465
1609,None
1610,335.30068447
1611,1130.18097968
1612,721.3305261
1613,1389.87331115
1614,311.06857343
1615,None
1616,None
1617,1518.50626417
1618,None
1619,1980.23135871
1620,1640.84615396
1621,1979.92257646
1622,1273.83178068
1623,921.87841011
1624,1981.12855404
1625,None
1626,1488.40123189
1627,None
1628,1719.82828943
1629,1626.23904613
1630,1472.34216354
1631,1658.71808032
1632,1034.80079628
1633,691.49281507
1634,363.54784838
1635,1185.58225533
1636,1185.58225533
1637,1191.61156665
1638,545.81390438
1639,1026.1162937
1640,None
1641,None
1642,1172.05232444
1643,1872.86722771
1644,1724.60284352
1645,1129.36148099
1646,1752.28745509
1647,1719.69055079
1648,1719.69055079
1649,1047.58180971
1650,1185.58225533
1651,511.47336822
1652,511.47336822
1653,1637.73025449
1654,712.86281674
1655,None
1656,1268.91268062
1657,1321.39136178
1658,1510.57334157
1659,1427.39295404
1660,247.76711166
1661,1725.4697235
1662,1488.95912493
1663,964.0013137
1664,1321.87843502
1665,1502.4018884
1666,126.24060128
1667,1664.10296858
1668,266.7182158
1669,1401.96584477
1670,1833.15091113
1671,1287.87001442
1672,1409.02633496
1673,1885.38346449
1674,626.26313775
1675,1793.93258188
1676,421.09909829
1677,89.62707363
1678,515.84641271
1679,1338.8772158
1680,1071.46670933
1681,1152.38106449
1682,1427.43671007
1683,1418.94426923
1684,922.87120586
1685,416.72155135
1686,None
1687,1217.41636515
1688,1519.48701709
1689,None
1690,1054.30544091
1691,None
1692,171.51064143
1693,949.97401187
1694,949.97401187
1695,1492.30889968
1696,1134.79186347
1697,949.97401187
1698,1125.93980286
1699,1343.33287286
1700,1585.99937996
1701,1389.35522993
1702,1474.21187021
1703,1105.70197177
1704,1260.10699043
1705,1114.96873309
1706,1942.44061855
1707,None
1708,1572.04324426
1709,1738.82545865
1710,1595.10512098
1711,None
1712,1038.93485813
1713,1328.50137875
1714,1227.20544965
1715,1213.09714699
1716,1256.51193247
1717,937.0020227
1718,1441.98434678
1719,1938.15661232
1720,1466.46229527
1721,37.28627055
1722,1960.96504354
1723,81.61362427
1724,1645.54517773
1725,803.69183919
1726,None
1727,1185.58225533
1728,949.97401187
1729,1182.2565141
1730,1126.84610292
1731,None
1732,1379.5791465
1733,1631.88810991
1734,1789.77560819
1735,1146.96099177
1736,1475.08832663
1737,None
1738,None
1739,1846.76183665
1740,1700.61406543
1741,1073.2893958
1742,None
1743,1238.52092128
1744,1190.47704265
1745,None
1746,None
1747,1030.17722644
1748,1411.13527365
1749,1976.72801662
1750,None
1751,1149.92905795
1752,1533.59049517
1753,1134.79186347
1754,1422.32233677
1755,None
1756,1698.20109857
1757,1754.14440079
1758,1861.71857556
1759,1144.49695108
1760,625.17005759
1761,786.92173666
1762,1398.42095466
1763,1353.733946
1764,874.34490018
1765,1473.6506433
1766,None
1767,1645.27839648
1768,1728.97342382
1769,461.07681989
1770,795.93134852
1771,1246.06997853
1772,1291.83390594
1773,618.47674999
1774,None
1775,311.06857343
1776,1611.50733727
1777,1417.38579775
1778,1761.45887834
1779,807.72697995
1780,1215.56502384
1781,1069.22398895
1782,None
1783,73.34062493
1784,955.0017375
1785,771.5381285
1786,1854.9155614
1787,None
1788,1967.72602287
1789,1418.89499103
1790,764.26867454
1791,1610.66196342
1792,1569.31120132
1793,1865.5648909
1794,1038.13531793
1795,None
1796,1181.79252128
1797,1781.05403092
1798,1221.54913834
1799,None
1800,1198.34805559
1801,739.22643816
1802,1427.96516703
1803,560.27962467
1804,1682.03376456
1805,1234.39857788
1806,1618.74481694
1807,680.16669171
1808,1244.38179428
1809,1402.73322729
1810,1015.03758396
1811,919.56334246
1812,1713.89751757
1813,1075.65031897
1814,1136.25791002
1815,1493.58873592
1816,602.90718041
1817,1882.04306229
