,Suburbs,Addresses,Price per week ($),Bedrooms,Bathrooms,Garages,Land Sizes (m^2),Nearest Schools
1791,SOUTHBANK VIC 3006,"1901/33 Clarke Street, SOUTHBANK VIC 3006",$500,2,2,1,,"['0.6 km away', '1.9 km away', '3.8 km away']"
1792,BRUNSWICK EAST VIC 3057,"B305/55 John Street, BRUNSWICK EAST VIC 3057",$550,1,1,0,,"['0.7 km away', '1.2 km away', '1.2 km away']"
1793,CLAYTON VIC 3168,"1212/868 Blackburn Road, CLAYTON VIC 3168",$410,1,1,0,,"['1.2 km away', '1.8 km away', '2.2 km away']"
1794,ST ALBANS VIC 3021,"2/7 Gertrude Street, ST ALBANS VIC 3021",$260,2,1,1,,"['0.2 km away', '1.1 km away', '2.4 km away']"
1795,ECHUCA VIC 3564,"2/132 Hovell Street, ECHUCA VIC 3564",$1669,1,1,0,,"['0.9 km away', '2.3 km away', '3.1 km away']"
1796,CARLTON NORTH VIC 3054,"17/980 Lygon Street, CARLTON NORTH VIC 3054",$300.00,1,1,1,,"['0.3 km away', '0.5 km away', '2.6 km away']"
1797,SOUTH MELBOURNE VIC 3205,"1007/38 Albert Road, SOUTH MELBOURNE VIC 3205",$450,1,1,0,,"['1.1 km away', '2.6 km away', '2.7 km away']"
1798,CARLTON VIC 3053,"408/24 Barkly Place, CARLTON VIC 3053",$280,1,1,0,,"['0.7 km away', '0.8 km away', '0.6 km away']"
1799,GLEN IRIS VIC 3146,"1492 Malvern Road, GLEN IRIS VIC 3146",$230,1,1,1,,"['1.2 km away', '1.6 km away', '8.1 km away']"
1800,PORT MELBOURNE VIC 3207,"214/54 Nott Street, PORT MELBOURNE VIC 3207",$440.00,2,2,1,,"['0.5 km away', '0.8 km away', '14.4 km away']"
1801,SAFETY BEACH VIC 3936,"5/7-9 Nepean Highway, SAFETY BEACH VIC 3936",$510,2,1,1,,"['2 km away', '3.6 km away']"
1802,SOUTH MORANG VIC 3752,"7/841 Plenty Road, SOUTH MORANG VIC 3752",$365.00,2,1,1,,"['0.6 km away', '2 km away', '6.8 km away']"
1803,HIGHTON VIC 3216,"8/104 - 110 Colac Road, HIGHTON VIC 3216",$440,2,1,1,,"['0.9 km away', '1.8 km away', '6 km away']"
1804,BELMONT VIC 3216,"4/10 Herbert Street, BELMONT VIC 3216",$390,3,1,1,,"['0.7 km away', '1.7 km away', '3.1 km away']"
1805,ENDEAVOUR HILLS VIC 3802,"217A Power Road, ENDEAVOUR HILLS VIC 3802",$380,2,1,0,,"['0.5 km away', '1.6 km away', '3 km away']"
1806,MELBOURNE VIC 3000,"1212/199 William Street, MELBOURNE VIC 3000",$580,2,1,1,,"['1.9 km away', '1.4 km away', '1.7 km away']"
1807,MAIDSTONE VIC 3012,"24/44 Ecualyptus Drive, MAIDSTONE VIC 3012",$400,1,1,1,,"['1.3 km away', '1.5 km away', '1.5 km away']"
1808,SURREY HILLS VIC 3127,"2/101 Middlesex Road, SURREY HILLS VIC 3127",$290,1,1,1,,"['0.5 km away', '1.4 km away', '2.2 km away']"
1809,MOONEE PONDS VIC 3039,"224/40 Hall Street, MOONEE PONDS VIC 3039",$450,1,1,1,,"['1.1 km away', '2.1 km away', '8.3 km away']"
1810,BRUNSWICK EAST VIC 3057,"325/8 Lygon Street, BRUNSWICK EAST VIC 3057",$420,2,1,1,,"['0.1 km away', '0.7 km away', '2.2 km away']"
1811,BENDIGO VIC 3550,"8/107 St Killians Street, BENDIGO VIC 3550",$320.00,1,1,0,,"['0.5 km away', '1.7 km away', '3.9 km away']"
1812,WEST MELBOURNE VIC 3003,"108/55 Jeffcott Street, WEST MELBOURNE VIC 3003",$360,2,1,1,136,"['1.5 km away', '1.7 km away', '0.2 km away']"
1813,PRESTON VIC 3072,"5/68 Bruce Street, PRESTON VIC 3072",$460,2,1,0,,"['0.4 km away', '1.1 km away', '1.8 km away']"
1814,SOUTHBANK VIC 3006,"2202/109 Clarendon Street, SOUTHBANK VIC 3006",$450,2,1,1,,"['0.5 km away', '1.8 km away', '14.3 km away']"
1815,ELWOOD VIC 3184,"4/5 Southey Court, ELWOOD VIC 3184",$575,2,1,0,,"['0.6 km away', '0.7 km away', '5.9 km away']"
1816,CARLTON VIC 3053,"1513/570 Lygon Street, CARLTON VIC 3053",$430.00,0,1,1,,"['0.3 km away', '1.2 km away', '0.7 km away']"
1817,RAINBOW VIC 3424,"5/2 Sanders Street, RAINBOW VIC 3424",$100,2,2,1,,['1.1 km away']
1818,FOOTSCRAY VIC 3011,"34/41-43 Moreland Street, FOOTSCRAY VIC 3011",$455.00,1,1,0,,"['0.8 km away', '1.7 km away', '1.7 km away']"
1819,ELWOOD VIC 3184,"7/30 Mitford Street, ELWOOD VIC 3184",$380.00,2,2,1,,"['0.6 km away', '1 km away', '5.3 km away']"
1820,CAULFIELD NORTH VIC 3161,"304/11 Bond Street, CAULFIELD NORTH VIC 3161",$650,2,1,1,,"['0.5 km away', '1.1 km away', '6.1 km away']"
1821,ELWOOD VIC 3184,"1/12 Vautier Street, ELWOOD VIC 3184",$600,1,1,0,,"['0.5 km away', '0.6 km away', '8.1 km away']"
1822,ABBOTSFORD VIC 3067,"714/20 Shamrock Street, ABBOTSFORD VIC 3067",$350,3,2,2,,"['0.5 km away', '1 km away', '1 km away']"
1823,CAULFIELD VIC 3162,"2A Stephens Street, CAULFIELD VIC 3162",$670,1,1,0,,"['0.6 km away', '1.2 km away', '5.6 km away']"
1824,WINDSOR VIC 3181,"1/100 High Street, WINDSOR VIC 3181",$375.00,2,2,1,,"['0.1 km away', '0.8 km away', '3.4 km away']"
1825,ESSENDON NORTH VIC 3041,"40/100 Keilor Road, ESSENDON NORTH VIC 3041",$380,2,2,0,,"['0.1 km away', '0.8 km away', '7.2 km away']"
1826,MELBOURNE VIC 3000,"2911/220 Spencer, MELBOURNE VIC 3000",$700,1,1,1,,"['2.1 km away', '1 km away', '1.5 km away']"
1827,DOCKLANDS VIC 3008,"2809A/100 Harbour Esplanade, DOCKLANDS VIC 3008",$500,1,1,0,,"['2.5 km away', '0.8 km away', '1.3 km away']"
1828,CARLTON VIC 3053,"508/50 Barry Street, CARLTON VIC 3053",$280,2,1,0,,"['0.8 km away', '0.8 km away', '0.5 km away']"
1829,ST ALBANS VIC 3021,"8/11 St Albans Road, ST ALBANS VIC 3021",$270.00,2,1,1,,"['0.4 km away', '0.6 km away', '1.4 km away']"
1830,NARRE WARREN VIC 3805,"4/138 Fleetwood Drive, NARRE WARREN VIC 3805",$380,2,1,1,,"['0.6 km away', '2.7 km away', '17.7 km away']"
1831,KINGSBURY VIC 3083,"3/27 Highland Street, KINGSBURY VIC 3083",$370,2,1,1,,"['0.1 km away', '0.9 km away', '0.3 km away']"
1832,HAWTHORN VIC 3122,"32/177 Power Street, HAWTHORN VIC 3122",$420,1,1,1,,"['0.8 km away', '1.1 km away', '1.4 km away']"
1833,BRUNSWICK EAST VIC 3057,"511/22 Barkly Street, BRUNSWICK EAST VIC 3057",$385,2,1,1,,"['0.4 km away', '1.2 km away', '1.9 km away']"
1834,NORTH MELBOURNE VIC 3051,"13/18 Tyrone Street, NORTH MELBOURNE VIC 3051",$480.00,2,1,1,,"['0.4 km away', '0.4 km away', '0.3 km away']"
1835,SOUTHBANK VIC 3006,"55/88 Wells Street, SOUTHBANK VIC 3006",$520.00,3,2,1,,"['1.6 km away', '2.5 km away', '3.2 km away']"
1836,CAULFIELD SOUTH VIC 3162,"2/193 Bambra Road, CAULFIELD SOUTH VIC 3162",$590.00,1,1,0,,"['0.7 km away', '0.9 km away', '5.1 km away']"
1837,MELBOURNE VIC 3000,"1011/408 Lonsdale Street, MELBOURNE VIC 3000",$350,1,1,0,,"['1.4 km away', '1.8 km away', '0 km away']"
1838,BURWOOD VIC 3125,"203/308 Burwood Highway, BURWOOD VIC 3125",$265,1,1,1,,"['1.4 km away', '2.1 km away', '8.9 km away']"
1839,CLIFTON HILL VIC 3068,"3/14 The Esplanade Null, CLIFTON HILL VIC 3068",$370.00,2,1,0,,"['0.2 km away', '1.7 km away', '3.1 km away']"
1840,SOUTH YARRA VIC 3141,"3/59 Avoca Street, SOUTH YARRA VIC 3141",$580,1,1,0,,"['0.7 km away', '1.7 km away', '2.4 km away']"
1841,MELBOURNE VIC 3000,"104/58-66 La Trobe Street, MELBOURNE VIC 3000",$300,2,1,0,,"['0.7 km away', '1.6 km away', '0.5 km away']"
1842,KINGSBURY VIC 3083,"12/1031 Plenty Road, KINGSBURY VIC 3083",$370,3,1,1,,"['0.6 km away', '1.4 km away', '0.7 km away']"
1843,ESSENDON VIC 3040,"1/29 Daisy Street, ESSENDON VIC 3040",$425,2,1,1,,"['0.9 km away', '1.4 km away', '7.4 km away']"
1844,ST KILDA VIC 3182,"15/12 Fitzroy Street, ST KILDA VIC 3182",$580,2,2,0,,"['0.5 km away', '3.9 km away', '10.6 km away']"
1845,DOCKLANDS VIC 3008,"F7/673 La Trobe Street, DOCKLANDS VIC 3008",$565,2,1,1,,"['2 km away', '0.7 km away', '1.7 km away']"
1846,DANDENONG VIC 3175,"2/3 Easterleigh Court, DANDENONG VIC 3175",$345.00,2,1,2,,"['0.7 km away', '1 km away', '13.8 km away']"
1847,BOX HILL VIC 3128,"5/19 Simpsons Road, BOX HILL VIC 3128",$450,3,2,1,,"['0.5 km away', '1.2 km away', '5.6 km away']"
1848,ARDEER VIC 3022,"2/74 Maxweld Street, ARDEER VIC 3022",$450,2,2,1,,"['0.1 km away', '2.7 km away', '2.9 km away']"
1849,BRUNSWICK WEST VIC 3055,"504/1 Olive York Way, BRUNSWICK WEST VIC 3055",$450,2,1,1,,"['0.4 km away', '2.1 km away', '0.6 km away']"
1850,ASCOT VALE VIC 3032,"2/8 Ormond Road, ASCOT VALE VIC 3032",$390.00,2,1,2,,"['0.3 km away', '1.1 km away', '9 km away']"
1851,HUGHESDALE VIC 3166,"17/34 Maroo Street, HUGHESDALE VIC 3166",$525.00,2,1,1,,"['0.7 km away', '3.5 km away', '4.3 km away']"
1852,FITZROY VIC 3065,"301/81 Argyle Street, FITZROY VIC 3065",$550,2,2,1,,"['0.4 km away', '1.3 km away', '6.3 km away']"
1853,DONCASTER VIC 3108,"101/330-334 Manningham Road, DONCASTER VIC 3108",$460.00,2,1,1,,"['1 km away', '1 km away', '1.2 km away']"
1854,CAULFIELD VIC 3162,"313/15 Bond Street, CAULFIELD VIC 3162",$450,2,1,1,,"['0.5 km away', '1.1 km away', '6 km away']"
1855,ST KILDA EAST VIC 3183,"1/28 Wilgah Street, ST KILDA EAST VIC 3183",$495.00,1,1,1,,"['1 km away', '2.5 km away', '6.4 km away']"
